Zeit;Kanal A
(ms);(mV)

-12,58199937;2,41941400
-12,57699937;2,79220000
-12,57199937;3,16437000
-12,56699937;3,35014700
-12,56199937;3,35014700
-12,55699937;2,97797700
-12,55199937;3,90871000
-12,54699937;3,90871000
-12,54199937;2,79220000
-12,53699937;3,35014700
-12,53199937;3,35014700
-12,52699937;2,97797700
-12,52199937;2,41941400
-12,51699937;2,79220000
-12,51199937;2,60580700
-12,50699937;2,97797700
-12,50199937;2,41941400
-12,49699937;2,04724400
-12,49199937;2,04724400
-12,48699937;2,41941400
-12,48199937;2,41941400
-12,47699937;2,41941400
-12,47199937;2,60580700
-12,46699937;2,41941400
-12,46199937;2,79220000
-12,45699937;2,79220000
-12,45199937;2,97797700
-12,44699937;2,79220000
-12,44199937;2,23363700
-12,43699937;2,79220000
-12,43199937;2,79220000
-12,42699937;2,97797700
-12,42199937;2,41941400
-12,41699937;2,04724400
-12,41199937;2,23363700
-12,40699937;2,04724400
-12,40199937;1,67507400
-12,39699937;1,48868100
-12,39199937;2,04724400
-12,38699937;1,86146600
-12,38199937;2,23363700
-12,37699937;1,86146600
-12,37199937;1,30290300
-12,36699937;1,86146600
-12,36199937;1,86146600
-12,35699937;2,04724400
-12,35199937;1,67507400
-12,34699937;2,41941400
-12,34199937;2,23363700
-12,33699937;2,41941400
-12,33199937;1,11651100
-12,32699937;0,93073320
-12,32199937;1,30290300
-12,31699937;0,37217020
-12,31199937;0,18577760
-12,30699937;0,18577760
-12,30199937;0,18577760
-12,29699937;0,00000000
-12,29199937;0,00000000
-12,28699937;-0,37217020
-12,28199937;0,00000000
-12,27699937;-0,18577760
-12,27199937;0,93073320
-12,26699937;1,48868100
-12,26199937;1,86146600
-12,25699937;2,60580700
-12,25199937;2,79220000
-12,24699937;3,72293300
-12,24199937;3,72293300
-12,23699937;3,72293300
-12,23199937;3,72293300
-12,22699937;3,72293300
-12,22199937;3,16437000
-12,21699937;2,60580700
-12,21199937;2,60580700
-12,20699938;0,55794780
-12,20199938;1,48868100
-12,19699938;-0,74434050
-12,19199938;-2,60580700
-12,18699938;-0,37217020
-12,18199938;-0,93073320
-12,17699938;-0,93073320
-12,17199938;-1,86146600
-12,16699938;-1,67507400
-12,16199938;-1,86146600
-12,15699938;-1,67507400
-12,15199938;-1,48868100
-12,14699938;-1,30290300
-12,14199938;-2,41941400
-12,13699938;-2,04724400
-12,13199938;-1,67507400
-12,12699938;-1,30290300
-12,12199938;-1,67507400
-12,11699938;-1,67507400
-12,11199938;-2,04724400
-12,10699938;-1,67507400
-12,10199938;-1,86146600
-12,09699938;-1,30290300
-12,09199938;-2,41941400
-12,08699938;-2,23363700
-12,08199938;-2,79220000
-12,07699938;-2,60580700
-12,07199938;-3,16437000
-12,06699938;-2,97797700
-12,06199938;-3,16437000
-12,05699938;-3,72293300
-12,05199938;-3,53654000
-12,04699938;-3,90871000
-12,04199938;-3,90871000
-12,03699938;-3,90871000
-12,03199938;-4,09510300
-12,02699938;-3,90871000
-12,02199938;-3,16437000
-12,01699938;-3,72293300
-12,01199938;-2,23363700
-12,00699938;-2,60580700
-12,00199938;-2,23363700
-11,99699938;-3,35014700
-11,99199938;-2,41941400
-11,98699938;-1,48868100
-11,98199938;-2,23363700
-11,97699938;-2,23363700
-11,97199938;-2,41941400
-11,96699938;-2,41941400
-11,96199938;-2,97797700
-11,95699938;-2,97797700
-11,95199938;-3,53654000
-11,94699938;-3,35014700
-11,94199938;-3,72293300
-11,93699938;-3,53654000
-11,93199938;-4,46727300
-11,92699938;-4,83944400
-11,92199938;-3,35014700
-11,91699938;-3,16437000
-11,91199938;-3,35014700
-11,90699938;-2,97797700
-11,90199938;-3,53654000
-11,89699938;-2,79220000
-11,89199938;-3,16437000
-11,88699938;-2,97797700
-11,88199938;-2,23363700
-11,87699938;-2,60580700
-11,87199938;-2,97797700
-11,86699938;-2,60580700
-11,86199938;-2,97797700
-11,85699938;-2,97797700
-11,85199938;-3,16437000
-11,84699938;-3,16437000
-11,84199938;-3,72293300
-11,83699938;-3,16437000
-11,83199938;-3,72293300
-11,82699938;-3,90871000
-11,82199938;-3,90871000
-11,81699938;-2,97797700
-11,81199939;-4,65366600
-11,80699939;-3,90871000
-11,80199939;-4,09510300
-11,79699939;-2,97797700
-11,79199939;-2,60580700
-11,78699939;-3,35014700
-11,78199939;-2,60580700
-11,77699939;-2,04724400
-11,77199939;-2,60580700
-11,76699939;-2,60580700
-11,76199939;-2,23363700
-11,75699939;-2,23363700
-11,75199939;-1,86146600
-11,74699939;-2,04724400
-11,74199939;-1,48868100
-11,73699939;-1,48868100
-11,73199939;-1,67507400
-11,72699939;-0,93073320
-11,72199939;-0,55794780
-11,71699939;-0,55794780
-11,71199939;-0,37217020
-11,70699939;-0,74434050
-11,70199939;-0,74434050
-11,69699939;-0,93073320
-11,69199939;-1,67507400
-11,68699939;-2,04724400
-11,68199939;-1,86146600
-11,67699939;-3,35014700
-11,67199939;-3,16437000
-11,66699939;-3,35014700
-11,66199939;-3,72293300
-11,65699939;-3,53654000
-11,65199939;-4,09510300
-11,64699939;-5,39800700
-11,64199939;-3,90871000
-11,63699939;-3,53654000
-11,63199939;-3,35014700
-11,62699939;-3,35014700
-11,62199939;-2,60580700
-11,61699939;-2,60580700
-11,61199939;-1,48868100
-11,60699939;-2,04724400
-11,60199939;-1,67507400
-11,59699939;-2,23363700
-11,59199939;-1,30290300
-11,58699939;-0,93073320
-11,58199939;-1,67507400
-11,57699939;-0,93073320
-11,57199939;-0,93073320
-11,56699939;-1,30290300
-11,56199939;-1,11651100
-11,55699939;-0,93073320
-11,55199939;-1,11651100
-11,54699939;-0,55794780
-11,54199939;-1,30290300
-11,53699939;-0,18577760
-11,53199939;-0,37217020
-11,52699939;0,18577760
-11,52199939;0,00000000
-11,51699939;0,18577760
-11,51199939;0,55794780
-11,50699939;0,18577760
-11,50199939;1,30290300
-11,49699939;0,74434050
-11,49199939;0,93073320
-11,48699939;2,04724400
-11,48199939;1,86146600
-11,47699939;2,23363700
-11,47199939;2,79220000
-11,46699939;2,97797700
-11,46199939;3,35014700
-11,45699939;3,35014700
-11,45199939;3,53654000
-11,44699939;3,16437000
-11,44199939;2,97797700
-11,43699939;2,79220000
-11,43199939;3,53654000
-11,42699939;2,97797700
-11,42199939;2,97797700
-11,41699940;2,60580700
-11,41199940;2,23363700
-11,40699940;1,48868100
-11,40199940;2,04724400
-11,39699940;2,04724400
-11,39199940;1,48868100
-11,38699940;1,86146600
-11,38199940;0,93073320
-11,37699940;1,67507400
-11,37199940;3,35014700
-11,36699940;1,86146600
-11,36199940;1,86146600
-11,35699940;2,04724400
-11,35199940;2,04724400
-11,34699940;2,23363700
-11,34199940;2,23363700
-11,33699940;2,97797700
-11,33199940;2,04724400
-11,32699940;2,23363700
-11,32199940;2,41941400
-11,31699940;2,41941400
-11,31199940;2,23363700
-11,30699940;2,04724400
-11,30199940;2,79220000
-11,29699940;2,41941400
-11,29199940;3,35014700
-11,28699940;3,16437000
-11,28199940;2,79220000
-11,27699940;3,53654000
-11,27199940;3,72293300
-11,26699940;3,72293300
-11,26199940;2,97797700
-11,25699940;2,97797700
-11,25199940;3,35014700
-11,24699940;3,16437000
-11,24199940;2,97797700
-11,23699940;2,97797700
-11,23199940;2,41941400
-11,22699940;2,97797700
-11,22199940;2,41941400
-11,21699940;2,97797700
-11,21199940;2,97797700
-11,20699940;2,41941400
-11,20199940;2,60580700
-11,19699940;1,67507400
-11,19199940;3,72293300
-11,18699940;2,79220000
-11,18199940;2,04724400
-11,17699940;2,41941400
-11,17199940;2,41941400
-11,16699940;3,35014700
-11,16199940;2,04724400
-11,15699940;2,60580700
-11,15199940;2,79220000
-11,14699940;2,97797700
-11,14199940;2,41941400
-11,13699940;2,23363700
-11,13199940;2,41941400
-11,12699940;2,60580700
-11,12199940;2,04724400
-11,11699940;2,23363700
-11,11199940;1,48868100
-11,10699940;2,23363700
-11,10199940;2,41941400
-11,09699940;2,23363700
-11,09199940;2,23363700
-11,08699940;1,11651100
-11,08199940;2,04724400
-11,07699940;2,04724400
-11,07199940;1,48868100
-11,06699940;2,04724400
-11,06199940;1,30290300
-11,05699940;1,48868100
-11,05199940;1,30290300
-11,04699940;0,74434050
-11,04199940;0,37217020
-11,03699940;0,55794780
-11,03199940;0,37217020
-11,02699940;0,00000000
-11,02199940;-0,37217020
-11,01699941;0,00000000
-11,01199941;0,00000000
-11,00699941;0,55794780
-11,00199941;0,93073320
-10,99699941;1,30290300
-10,99199941;1,67507400
-10,98699941;2,60580700
-10,98199941;2,23363700
-10,97699941;3,35014700
-10,97199941;3,72293300
-10,96699941;3,72293300
-10,96199941;3,72293300
-10,95699941;3,90871000
-10,95199941;3,53654000
-10,94699941;3,72293300
-10,94199941;2,60580700
-10,93699941;1,86146600
-10,93199941;1,48868100
-10,92699941;0,55794780
-10,92199941;0,55794780
-10,91699941;-1,11651100
-10,91199941;-0,55794780
-10,90699941;-1,11651100
-10,90199941;-1,30290300
-10,89699941;-1,30290300
-10,89199941;-1,48868100
-10,88699941;-1,48868100
-10,88199941;-1,30290300
-10,87699941;-1,48868100
-10,87199941;-0,74434050
-10,86699941;-1,48868100
-10,86199941;-1,67507400
-10,85699941;-1,30290300
-10,85199941;-1,48868100
-10,84699941;-0,55794780
-10,84199941;-1,67507400
-10,83699941;-1,48868100
-10,83199941;-1,67507400
-10,82699941;-1,67507400
-10,82199941;-1,86146600
-10,81699941;-1,86146600
-10,81199941;-2,04724400
-10,80699941;-1,86146600
-10,80199941;-2,60580700
-10,79699941;-3,72293300
-10,79199941;-3,53654000
-10,78699941;-3,35014700
-10,78199941;-4,09510300
-10,77699941;-3,72293300
-10,77199941;-3,90871000
-10,76699941;-3,90871000
-10,76199941;-4,28149600
-10,75699941;-4,09510300
-10,75199941;-3,16437000
-10,74699941;-3,53654000
-10,74199941;-2,97797700
-10,73699941;-2,41941400
-10,73199941;-2,23363700
-10,72699941;-2,41941400
-10,72199941;-2,04724400
-10,71699941;-2,04724400
-10,71199941;-1,11651100
-10,70699941;-1,86146600
-10,70199941;-0,37217020
-10,69699941;-2,23363700
-10,69199941;-2,04724400
-10,68699941;-2,23363700
-10,68199941;-2,79220000
-10,67699941;-2,97797700
-10,67199941;-3,72293300
-10,66699941;-2,60580700
-10,66199941;-3,90871000
-10,65699941;-3,90871000
-10,65199941;-3,90871000
-10,64699941;-3,53654000
-10,64199941;-3,53654000
-10,63699941;-3,16437000
-10,63199941;-3,53654000
-10,62699941;-3,16437000
-10,62199942;-3,53654000
-10,61699942;-2,79220000
-10,61199942;-3,16437000
-10,60699942;-2,23363700
-10,60199942;-2,41941400
-10,59699942;-2,04724400
-10,59199942;-2,97797700
-10,58699942;-2,41941400
-10,58199942;-2,97797700
-10,57699942;-2,97797700
-10,57199942;-3,72293300
-10,56699942;-3,72293300
-10,56199942;-3,72293300
-10,55699942;-3,16437000
-10,55199942;-3,53654000
-10,54699942;-3,53654000
-10,54199942;-3,53654000
-10,53699942;-3,35014700
-10,53199942;-3,35014700
-10,52699942;-3,35014700
-10,52199942;-3,35014700
-10,51699942;-3,53654000
-10,51199942;-3,16437000
-10,50699942;-2,97797700
-10,50199942;-2,60580700
-10,49699942;-2,60580700
-10,49199942;-2,97797700
-10,48699942;-2,41941400
-10,48199942;-2,23363700
-10,47699942;-2,23363700
-10,47199942;-2,04724400
-10,46699942;-1,30290300
-10,46199942;-1,67507400
-10,45699942;-1,11651100
-10,45199942;-1,30290300
-10,44699942;-0,74434050
-10,44199942;-0,93073320
-10,43699942;-1,11651100
-10,43199942;-1,11651100
-10,42699942;-0,74434050
-10,42199942;-1,30290300
-10,41699942;-1,48868100
-10,41199942;-1,67507400
-10,40699942;-2,60580700
-10,40199942;-2,60580700
-10,39699942;-2,23363700
-10,39199942;-2,79220000
-10,38699942;-2,79220000
-10,38199942;-3,16437000
-10,37699942;-3,53654000
-10,37199942;-3,53654000
-10,36699942;-4,09510300
-10,36199942;-3,53654000
-10,35699942;-3,72293300
-10,35199942;-2,97797700
-10,34699942;-3,16437000
-10,34199942;-2,60580700
-10,33699942;-2,97797700
-10,33199942;-3,16437000
-10,32699942;-2,23363700
-10,32199942;-2,04724400
-10,31699942;-1,86146600
-10,31199942;-1,67507400
-10,30699942;-0,93073320
-10,30199942;-0,74434050
-10,29699942;-0,18577760
-10,29199942;-0,55794780
-10,28699942;-0,93073320
-10,28199942;-0,37217020
-10,27699942;0,00000000
-10,27199942;0,00000000
-10,26699942;0,93073320
-10,26199942;0,55794780
-10,25699942;0,93073320
-10,25199942;0,93073320
-10,24699942;0,00000000
-10,24199942;0,74434050
-10,23699942;1,11651100
-10,23199942;0,74434050
-10,22699943;0,93073320
-10,22199943;0,74434050
-10,21699943;1,48868100
-10,21199943;0,55794780
-10,20699943;1,48868100
-10,20199943;1,86146600
-10,19699943;2,41941400
-10,19199943;1,86146600
-10,18699943;2,41941400
-10,18199943;3,16437000
-10,17699943;2,97797700
-10,17199943;3,16437000
-10,16699943;3,35014700
-10,16199943;3,53654000
-10,15699943;3,35014700
-10,15199943;2,79220000
-10,14699943;3,35014700
-10,14199943;2,79220000
-10,13699943;2,23363700
-10,13199943;2,04724400
-10,12699943;2,41941400
-10,12199943;2,41941400
-10,11699943;1,86146600
-10,11199943;1,48868100
-10,10699943;2,41941400
-10,10199943;1,86146600
-10,09699943;1,86146600
-10,09199943;1,67507400
-10,08699943;2,23363700
-10,08199943;1,48868100
-10,07699943;2,04724400
-10,07199943;1,86146600
-10,06699943;2,04724400
-10,06199943;2,41941400
-10,05699943;2,04724400
-10,05199943;2,23363700
-10,04699943;2,04724400
-10,04199943;2,41941400
-10,03699943;2,79220000
-10,03199943;3,16437000
-10,02699943;2,97797700
-10,02199943;3,90871000
-10,01699943;3,35014700
-10,01199943;3,72293300
-10,00699943;3,90871000
-10,00199943;3,90871000
-9,99699943;3,90871000
-9,99199943;3,53654000
-9,98699943;3,35014700
-9,98199943;4,46727300
-9,97699943;2,79220000
-9,97199943;2,79220000
-9,96699943;3,72293300
-9,96199943;2,41941400
-9,95699943;2,79220000
-9,95199943;2,23363700
-9,94699943;2,04724400
-9,94199943;2,23363700
-9,93699943;2,23363700
-9,93199943;2,41941400
-9,92699943;2,79220000
-9,92199943;2,04724400
-9,91699943;2,79220000
-9,91199943;2,97797700
-9,90699943;3,16437000
-9,90199943;2,97797700
-9,89699943;3,35014700
-9,89199943;2,97797700
-9,88699943;3,72293300
-9,88199943;2,79220000
-9,87699943;3,16437000
-9,87199943;2,97797700
-9,86699943;2,41941400
-9,86199943;2,79220000
-9,85699943;2,41941400
-9,85199943;2,41941400
-9,84699943;2,41941400
-9,84199943;1,86146600
-9,83699943;2,04724400
-9,83199944;1,86146600
-9,82699944;1,67507400
-9,82199944;1,48868100
-9,81699944;1,67507400
-9,81199944;1,67507400
-9,80699944;1,86146600
-9,80199944;1,86146600
-9,79699944;2,60580700
-9,79199944;2,04724400
-9,78699944;1,67507400
-9,78199944;1,48868100
-9,77699944;1,48868100
-9,77199944;0,93073320
-9,76699944;0,55794780
-9,76199944;0,93073320
-9,75699944;0,55794780
-9,75199944;-0,37217020
-9,74699944;0,55794780
-9,74199944;-0,37217020
-9,73699944;-0,37217020
-9,73199944;0,55794780
-9,72699944;0,55794780
-9,72199944;0,93073320
-9,71699944;1,86146600
-9,71199944;2,23363700
-9,70699944;2,97797700
-9,70199944;3,53654000
-9,69699944;3,72293300
-9,69199944;3,72293300
-9,68699944;3,72293300
-9,68199944;3,35014700
-9,67699944;4,09510300
-9,67199944;2,97797700
-9,66699944;2,60580700
-9,66199944;2,04724400
-9,65699944;1,48868100
-9,65199944;1,11651100
-9,64699944;0,55794780
-9,64199944;0,55794780
-9,63699944;-0,74434050
-9,63199944;-0,93073320
-9,62699944;0,00000000
-9,62199944;-0,74434050
-9,61699944;-0,74434050
-9,61199944;-1,86146600
-9,60699944;-0,93073320
-9,60199944;-1,30290300
-9,59699944;-1,67507400
-9,59199944;-1,86146600
-9,58699944;-1,30290300
-9,58199944;-1,30290300
-9,57699944;-1,30290300
-9,57199944;-1,30290300
-9,56699944;-1,11651100
-9,56199944;-1,30290300
-9,55699944;-2,04724400
-9,55199944;-2,04724400
-9,54699944;-2,23363700
-9,54199944;-4,09510300
-9,53699944;-2,04724400
-9,53199944;-2,41941400
-9,52699944;-2,23363700
-9,52199944;-3,16437000
-9,51699944;-3,16437000
-9,51199944;-3,16437000
-9,50699944;-3,53654000
-9,50199944;-3,90871000
-9,49699944;-3,72293300
-9,49199944;-3,90871000
-9,48699944;-3,72293300
-9,48199944;-3,53654000
-9,47699944;-3,90871000
-9,47199944;-3,90871000
-9,46699944;-3,53654000
-9,46199944;-2,97797700
-9,45699944;-2,23363700
-9,45199944;-2,60580700
-9,44699944;-2,23363700
-9,44199944;-2,04724400
-9,43699945;-2,79220000
-9,43199945;-1,67507400
-9,42699945;-1,67507400
-9,42199945;-1,48868100
-9,41699945;-2,23363700
-9,41199945;-1,86146600
-9,40699945;-2,60580700
-9,40199945;-3,16437000
-9,39699945;-3,90871000
-9,39199945;-3,16437000
-9,38699945;-3,16437000
-9,38199945;-3,53654000
-9,37699945;-3,35014700
-9,37199945;-3,16437000
-9,36699945;-3,35014700
-9,36199945;-3,72293300
-9,35699945;-2,97797700
-9,35199945;-2,41941400
-9,34699945;-2,97797700
-9,34199945;-2,23363700
-9,33699945;-2,60580700
-9,33199945;-2,97797700
-9,32699945;-2,60580700
-9,32199945;-2,60580700
-9,31699945;-2,41941400
-9,31199945;-2,97797700
-9,30699945;-2,60580700
-9,30199945;-3,16437000
-9,29699945;-3,16437000
-9,29199945;-3,72293300
-9,28699945;-3,53654000
-9,28199945;-3,53654000
-9,27699945;-4,09510300
-9,27199945;-3,90871000
-9,26699945;-3,90871000
-9,26199945;-2,97797700
-9,25699945;-3,35014700
-9,25199945;-3,53654000
-9,24699945;-2,60580700
-9,24199945;-2,97797700
-9,23699945;-2,23363700
-9,23199945;-3,35014700
-9,22699945;-2,60580700
-9,22199945;-2,23363700
-9,21699945;-2,23363700
-9,21199945;-2,41941400
-9,20699945;-2,23363700
-9,20199945;-2,04724400
-9,19699945;-0,37217020
-9,19199945;-1,48868100
-9,18699945;-1,30290300
-9,18199945;-2,04724400
-9,17699945;-0,93073320
-9,17199945;-0,74434050
-9,16699945;-2,60580700
-9,16199945;-0,55794780
-9,15699945;-0,18577760
-9,15199945;-0,74434050
-9,14699945;-0,37217020
-9,14199945;-1,48868100
-9,13699945;-1,11651100
-9,13199945;-2,04724400
-9,12699945;-2,04724400
-9,12199945;-2,23363700
-9,11699945;-3,35014700
-9,11199945;-3,53654000
-9,10699945;-3,16437000
-9,10199945;-3,53654000
-9,09699945;-3,72293300
-9,09199945;-3,72293300
-9,08699945;-3,72293300
-9,08199945;-4,09510300
-9,07699945;-3,16437000
-9,07199945;-3,53654000
-9,06699945;-2,97797700
-9,06199945;-3,16437000
-9,05699945;-2,41941400
-9,05199945;-2,41941400
-9,04699945;-1,86146600
-9,04199945;-2,04724400
-9,03699946;-0,55794780
-9,03199946;-1,30290300
-9,02699946;-1,11651100
-9,02199946;-0,93073320
-9,01699946;-0,93073320
-9,01199946;-0,74434050
-9,00699946;-0,93073320
-9,00199946;-0,37217020
-8,99699946;-0,93073320
-8,99199946;-0,55794780
-8,98699946;0,18577760
-8,98199946;-0,18577760
-8,97699946;0,37217020
-8,97199946;0,74434050
-8,96699946;0,18577760
-8,96199946;0,37217020
-8,95699946;0,93073320
-8,95199946;1,11651100
-8,94699946;1,11651100
-8,94199946;1,48868100
-8,93699946;2,41941400
-8,93199946;1,48868100
-8,92699946;2,04724400
-8,92199946;2,41941400
-8,91699946;2,41941400
-8,91199946;2,41941400
-8,90699946;3,16437000
-8,90199946;2,79220000
-8,89699946;3,53654000
-8,89199946;2,97797700
-8,88699946;3,35014700
-8,88199946;3,35014700
-8,87699946;2,79220000
-8,87199946;3,35014700
-8,86699946;2,60580700
-8,86199946;2,79220000
-8,85699946;2,41941400
-8,85199946;2,04724400
-8,84699946;1,86146600
-8,84199946;2,04724400
-8,83699946;1,67507400
-8,83199946;1,67507400
-8,82699946;1,11651100
-8,82199946;1,86146600
-8,81699946;1,86146600
-8,81199946;1,67507400
-8,80699946;1,86146600
-8,80199946;1,67507400
-8,79699946;2,41941400
-8,79199946;1,86146600
-8,78699946;1,86146600
-8,78199946;1,30290300
-8,77699946;2,04724400
-8,77199946;2,04724400
-8,76699946;1,48868100
-8,76199946;2,04724400
-8,75699946;2,79220000
-8,75199946;3,35014700
-8,74699946;2,97797700
-8,74199946;3,16437000
-8,73699946;3,35014700
-8,73199946;2,79220000
-8,72699946;3,90871000
-8,72199946;3,90871000
-8,71699946;3,72293300
-8,71199946;3,35014700
-8,70699946;3,35014700
-8,70199946;3,72293300
-8,69699946;3,35014700
-8,69199946;2,97797700
-8,68699946;2,79220000
-8,68199946;2,79220000
-8,67699946;2,79220000
-8,67199946;2,97797700
-8,66699946;2,79220000
-8,66199946;2,41941400
-8,65699946;2,60580700
-8,65199946;1,30290300
-8,64699946;2,04724400
-8,64199947;2,79220000
-8,63699947;2,41941400
-8,63199947;2,04724400
-8,62699947;2,79220000
-8,62199947;3,35014700
-8,61699947;2,79220000
-8,61199947;2,79220000
-8,60699947;2,79220000
-8,60199947;2,97797700
-8,59699947;0,93073320
-8,59199947;3,35014700
-8,58699947;2,23363700
-8,58199947;1,48868100
-8,57699947;1,48868100
-8,57199947;1,86146600
-8,56699947;2,79220000
-8,56199947;1,30290300
-8,55699947;1,86146600
-8,55199947;1,67507400
-8,54699947;2,79220000
-8,54199947;1,86146600
-8,53699947;1,48868100
-8,53199947;1,67507400
-8,52699947;2,04724400
-8,52199947;2,04724400
-8,51699947;2,23363700
-8,51199947;2,04724400
-8,50699947;1,48868100
-8,50199947;2,04724400
-8,49699947;0,93073320
-8,49199947;0,55794780
-8,48699947;0,18577760
-8,48199947;0,00000000
-8,47699947;-0,37217020
-8,47199947;-0,18577760
-8,46699947;-0,37217020
-8,46199947;0,18577760
-8,45699947;0,00000000
-8,45199947;0,93073320
-8,44699947;1,30290300
-8,44199947;1,86146600
-8,43699947;1,86146600
-8,43199947;2,79220000
-8,42699947;3,53654000
-8,42199947;3,90871000
-8,41699947;4,28149600
-8,41199947;4,28149600
-8,40699947;3,72293300
-8,40199947;4,09510300
-8,39699947;2,97797700
-8,39199947;2,79220000
-8,38699947;2,41941400
-8,38199947;0,00000000
-8,37699947;0,55794780
-8,37199947;0,18577760
-8,36699947;0,00000000
-8,36199947;-0,74434050
-8,35699947;-0,37217020
-8,35199947;-1,11651100
-8,34699947;-1,48868100
-8,34199947;-1,30290300
-8,33699947;-2,04724400
-8,33199947;-2,04724400
-8,32699947;-1,48868100
-8,32199947;-2,23363700
-8,31699947;-1,67507400
-8,31199947;-1,67507400
-8,30699947;-1,11651100
-8,30199947;-1,30290300
-8,29699947;-1,30290300
-8,29199947;-1,86146600
-8,28699947;-1,30290300
-8,28199947;-2,23363700
-8,27699947;-1,86146600
-8,27199947;-2,41941400
-8,26699947;-2,04724400
-8,26199947;-2,04724400
-8,25699947;-2,60580700
-8,25199947;-2,41941400
-8,24699948;-3,16437000
-8,24199948;-2,97797700
-8,23699948;-3,16437000
-8,23199948;-3,53654000
-8,22699948;-3,16437000
-8,22199948;-3,90871000
-8,21699948;-4,09510300
-8,21199948;-3,90871000
-8,20699948;-3,72293300
-8,20199948;-3,16437000
-8,19699948;-3,90871000
-8,19199948;-2,41941400
-8,18699948;-2,60580700
-8,18199948;-2,04724400
-8,17699948;-1,86146600
-8,17199948;-1,67507400
-8,16699948;-1,11651100
-8,16199948;-2,04724400
-8,15699948;-2,23363700
-8,15199948;-1,48868100
-8,14699948;-2,04724400
-8,14199948;-2,23363700
-8,13699948;-1,67507400
-8,13199948;-2,23363700
-8,12699948;-2,79220000
-8,12199948;-3,16437000
-8,11699948;-3,53654000
-8,11199948;-3,53654000
-8,10699948;-4,09510300
-8,10199948;-3,35014700
-8,09699948;-3,90871000
-8,09199948;-3,35014700
-8,08699948;-2,97797700
-8,08199948;-3,16437000
-8,07699948;-3,16437000
-8,07199948;-2,97797700
-8,06699948;-2,41941400
-8,06199948;-2,04724400
-8,05699948;-2,41941400
-8,05199948;-2,41941400
-8,04699948;-2,79220000
-8,04199948;-2,60580700
-8,03699948;-3,53654000
-8,03199948;-2,60580700
-8,02699948;-3,72293300
-8,02199948;-3,53654000
-8,01699948;-3,90871000
-8,01199948;-3,53654000
-8,00699948;-3,72293300
-8,00199948;-3,90871000
-7,99699948;-4,28149600
-7,99199948;-3,35014700
-7,98699948;-3,90871000
-7,98199948;-2,97797700
-7,97699948;-2,97797700
-7,97199948;-3,35014700
-7,96699948;-3,16437000
-7,96199948;-3,16437000
-7,95699948;-2,97797700
-7,95199948;-2,60580700
-7,94699948;-3,16437000
-7,94199948;-2,97797700
-7,93699948;-2,79220000
-7,93199948;-2,23363700
-7,92699948;-2,23363700
-7,92199948;-2,41941400
-7,91699948;-1,67507400
-7,91199948;-1,30290300
-7,90699948;-1,30290300
-7,90199948;-1,48868100
-7,89699948;-0,74434050
-7,89199948;0,00000000
-7,88699948;-0,74434050
-7,88199948;-0,74434050
-7,87699948;-0,37217020
-7,87199948;-0,74434050
-7,86699948;-2,04724400
-7,86199948;-1,67507400
-7,85699948;-2,41941400
-7,85199949;-2,04724400
-7,84699949;-2,60580700
-7,84199949;-3,35014700
-7,83699949;-3,16437000
-7,83199949;-2,97797700
-7,82699949;-3,90871000
-7,82199949;-4,09510300
-7,81699949;-4,09510300
-7,81199949;-4,28149600
-7,80699949;-3,53654000
-7,80199949;-2,97797700
-7,79699949;-2,04724400
-7,79199949;-3,72293300
-7,78699949;-2,23363700
-7,78199949;-3,53654000
-7,77699949;-2,23363700
-7,77199949;-1,67507400
-7,76699949;-1,67507400
-7,76199949;-1,30290300
-7,75699949;-0,93073320
-7,75199949;0,37217020
-7,74699949;-0,74434050
-7,74199949;-0,93073320
-7,73699949;-0,37217020
-7,73199949;-0,37217020
-7,72699949;-1,11651100
-7,72199949;-0,74434050
-7,71699949;-0,37217020
-7,71199949;0,00000000
-7,70699949;-0,18577760
-7,70199949;0,18577760
-7,69699949;0,55794780
-7,69199949;0,55794780
-7,68699949;0,37217020
-7,68199949;0,55794780
-7,67699949;1,30290300
-7,67199949;1,48868100
-7,66699949;1,67507400
-7,66199949;2,04724400
-7,65699949;1,86146600
-7,65199949;2,23363700
-7,64699949;2,41941400
-7,64199949;2,60580700
-7,63699949;3,35014700
-7,63199949;3,16437000
-7,62699949;3,35014700
-7,62199949;3,72293300
-7,61699949;2,97797700
-7,61199949;3,16437000
-7,60699949;3,53654000
-7,60199949;2,79220000
-7,59699949;2,79220000
-7,59199949;2,79220000
-7,58699949;2,79220000
-7,58199949;1,11651100
-7,57699949;1,86146600
-7,57199949;1,86146600
-7,56699949;1,86146600
-7,56199949;1,48868100
-7,55699949;1,48868100
-7,55199949;1,48868100
-7,54699949;1,48868100
-7,54199949;1,48868100
-7,53699949;0,74434050
-7,53199949;1,48868100
-7,52699949;1,48868100
-7,52199949;2,04724400
-7,51699949;1,86146600
-7,51199949;2,41941400
-7,50699949;2,23363700
-7,50199949;3,16437000
-7,49699949;2,41941400
-7,49199949;2,79220000
-7,48699949;2,41941400
-7,48199949;2,79220000
-7,47699949;2,97797700
-7,47199949;2,97797700
-7,46699949;3,72293300
-7,46199949;3,53654000
-7,45699950;3,35014700
-7,45199950;3,16437000
-7,44699950;2,79220000
-7,44199950;3,35014700
-7,43699950;3,53654000
-7,43199950;3,16437000
-7,42699950;2,79220000
-7,42199950;2,04724400
-7,41699950;3,16437000
