Zeit;Kanal A
-24,64999906;-0,93073320
-24,64499906;-0,37217020
-24,63999906;0,00000000
-24,63499906;-0,37217020
-24,62999906;-0,37217020
-24,62499906;-0,74434050
-24,61999906;-1,30290300
-24,61499906;-1,30290300
-24,60999906;-1,67507400
-24,60499906;-1,67507400
-24,59999906;-2,23363700
-24,59499906;-0,74434050
-24,58999906;-1,30290300
-24,58499906;-1,86146600
-24,57999906;-1,30290300
-24,57499906;-0,37217020
-24,56999906;-0,93073320
-24,56499906;-0,74434050
-24,55999906;0,18577760
-24,55499906;0,74434050
-24,54999906;0,74434050
-24,54499906;1,11651100
-24,53999906;1,11651100
-24,53499906;1,11651100
-24,52999906;1,48868100
-24,52499906;1,86146600
-24,51999906;0,93073320
-24,51499906;1,30290300
-24,50999906;0,93073320
-24,50499906;1,11651100
-24,49999906;0,00000000
-24,49499906;0,37217020
-24,48999906;0,00000000
-24,48499906;0,18577760
-24,47999907;0,18577760
-24,47499907;0,00000000
-24,46999907;0,18577760
-24,46499907;0,55794780
-24,45999907;0,55794780
-24,45499907;0,74434050
-24,44999907;0,93073320
-24,44499907;1,48868100
-24,43999907;1,86146600
-24,43499907;1,86146600
-24,42999907;3,16437000
-24,42499907;2,97797700
-24,41999907;3,16437000
-24,41499907;3,90871000
-24,40999907;3,53654000
-24,40499907;3,72293300
-24,39999907;3,72293300
-24,39499907;3,53654000
-24,38999907;3,35014700
-24,38499907;3,16437000
-24,37999907;2,60580700
-24,37499907;2,79220000
-24,36999907;2,23363700
-24,36499907;2,97797700
-24,35999907;2,04724400
-24,35499907;2,04724400
-24,34999907;1,86146600
-24,34499907;2,41941400
-24,33999907;1,86146600
-24,33499907;2,97797700
-24,32999907;2,04724400
-24,32499907;2,41941400
-24,31999907;2,41941400
-24,31499907;2,41941400
-24,30999907;2,60580700
-24,30499907;2,60580700
-24,29999907;2,97797700
-24,29499907;3,16437000
-24,28999907;2,97797700
-24,28499907;2,60580700
-24,27999907;2,97797700
-24,27499907;3,16437000
-24,26999907;2,79220000
-24,26499907;2,97797700
-24,25999907;0,93073320
-24,25499907;2,79220000
-24,24999907;1,67507400
-24,24499907;1,67507400
-24,23999907;1,48868100
-24,23499907;1,11651100
-24,22999907;0,93073320
-24,22499907;1,11651100
-24,21999907;0,93073320
-24,21499907;1,11651100
-24,20999907;0,55794780
-24,20499907;1,30290300
-24,19999907;1,30290300
-24,19499907;1,67507400
-24,18999907;1,48868100
-24,18499907;1,48868100
-24,17999907;2,97797700
-24,17499907;2,04724400
-24,16999907;1,48868100
-24,16499907;2,04724400
-24,15999907;0,93073320
-24,15499907;2,23363700
-24,14999907;1,86146600
-24,14499907;2,41941400
-24,13999907;1,67507400
-24,13499907;1,67507400
-24,12999907;0,55794780
-24,12499907;0,93073320
-24,11999907;0,18577760
-24,11499907;0,18577760
-24,10999907;-1,30290300
-24,10499907;-1,11651100
-24,09999907;-1,67507400
-24,09499907;-1,86146600
-24,08999907;-1,67507400
-24,08499908;-1,48868100
-24,07999908;-1,11651100
-24,07499908;-0,93073320
-24,06999908;-0,37217020
-24,06499908;-0,18577760
-24,05999908;0,93073320
-24,05499908;1,30290300
-24,04999908;1,11651100
-24,04499908;2,04724400
-24,03999908;2,04724400
-24,03499908;1,86146600
-24,02999908;1,48868100
-24,02499908;1,30290300
-24,01999908;0,55794780
-24,01499908;0,00000000
-24,00999908;-0,55794780
-24,00499908;-1,11651100
-23,99999908;-2,23363700
-23,99499908;-3,90871000
-23,98999908;-2,60580700
-23,98499908;-2,79220000
-23,97999908;-2,79220000
-23,97499908;-3,53654000
-23,96999908;-2,97797700
-23,96499908;-2,41941400
-23,95999908;-2,04724400
-23,95499908;-1,67507400
-23,94999908;-2,23363700
-23,94499908;-1,11651100
-23,93999908;0,00000000
-23,93499908;-0,37217020
-23,92999908;0,74434050
-23,92499908;0,18577760
-23,91999908;0,00000000
-23,91499908;0,18577760
-23,90999908;-0,37217020
-23,90499908;-1,30290300
-23,89999908;-1,30290300
-23,89499908;-2,23363700
-23,88999908;-2,60580700
-23,88499908;-3,90871000
-23,87999908;-4,83944400
-23,87499908;-4,46727300
-23,86999908;-4,83944400
-23,86499908;-5,39800700
-23,85999908;-5,02583600
-23,85499908;-5,39800700
-23,84999908;-4,46727300
-23,84499908;-4,09510300
-23,83999908;-3,72293300
-23,83499908;-2,79220000
-23,82999908;-2,41941400
-23,82499908;-1,86146600
-23,81999908;-1,48868100
-23,81499908;-0,93073320
-23,80999908;-1,11651100
-23,80499908;-0,55794780
-23,79999908;-1,67507400
-23,79499908;-1,11651100
-23,78999908;-2,23363700
-23,78499908;-2,04724400
-23,77999908;-2,04724400
-23,77499908;-2,60580700
-23,76999908;-2,60580700
-23,76499908;-4,09510300
-23,75999908;-3,35014700
-23,75499908;-3,16437000
-23,74999908;-3,72293300
-23,74499908;-3,16437000
-23,73999908;-2,04724400
-23,73499908;-2,23363700
-23,72999908;-2,23363700
-23,72499908;-2,97797700
-23,71999908;-1,67507400
-23,71499908;-1,11651100
-23,70999908;-1,30290300
-23,70499908;-1,30290300
-23,69999908;-1,11651100
-23,69499908;-1,30290300
-23,68999909;-1,48868100
-23,68499909;-1,86146600
-23,67999909;-1,86146600
-23,67499909;-2,60580700
-23,66999909;-2,79220000
-23,66499909;-2,79220000
-23,65999909;-1,86146600
-23,65499909;-2,97797700
-23,64999909;-3,35014700
-23,64499909;-3,35014700
-23,63999909;-3,16437000
-23,63499909;-3,53654000
-23,62999909;-3,35014700
-23,62499909;-2,79220000
-23,61999909;-2,60580700
-23,61499909;-1,67507400
-23,60999909;-2,04724400
-23,60499909;-1,67507400
-23,59999909;-1,30290300
-23,59499909;-1,11651100
-23,58999909;-0,74434050
-23,58499909;-0,74434050
-23,57999909;0,55794780
-23,57499909;-0,37217020
-23,56999909;-1,11651100
-23,56499909;-0,37217020
-23,55999909;-0,93073320
-23,55499909;-1,67507400
-23,54999909;-2,04724400
-23,54499909;-2,60580700
-23,53999909;-2,41941400
-23,53499909;-2,04724400
-23,52999909;-2,04724400
-23,52499909;0,37217020
-23,51999909;-1,86146600
-23,51499909;-1,67507400
-23,50999909;-0,74434050
-23,50499909;0,00000000
-23,49999909;-0,55794780
-23,49499909;0,18577760
-23,48999909;0,55794780
-23,48499909;1,11651100
-23,47999909;0,93073320
-23,47499909;1,11651100
-23,46999909;0,18577760
-23,46499909;1,30290300
-23,45999909;1,30290300
-23,45499909;2,41941400
-23,44999909;0,93073320
-23,44499909;1,48868100
-23,43999909;0,55794780
-23,43499909;0,55794780
-23,42999909;0,00000000
-23,42499909;0,00000000
-23,41999909;0,18577760
-23,41499909;-0,37217020
-23,40999909;-0,93073320
-23,40499909;0,18577760
-23,39999909;0,00000000
-23,39499909;0,18577760
-23,38999909;-1,67507400
-23,38499909;1,30290300
-23,37999909;2,41941400
-23,37499909;1,86146600
-23,36999909;2,04724400
-23,36499909;2,23363700
-23,35999909;2,79220000
-23,35499909;3,35014700
-23,34999909;3,35014700
-23,34499909;3,53654000
-23,33999909;3,53654000
-23,33499909;3,35014700
-23,32999909;3,35014700
-23,32499909;3,35014700
-23,31999909;2,97797700
-23,31499909;2,79220000
-23,30999909;2,41941400
-23,30499909;2,41941400
-23,29999909;2,41941400
-23,29499910;1,86146600
-23,28999910;1,86146600
-23,28499910;2,41941400
-23,27999910;1,67507400
-23,27499910;2,04724400
-23,26999910;2,41941400
-23,26499910;2,79220000
-23,25999910;2,79220000
-23,25499910;3,16437000
-23,24999910;2,60580700
-23,24499910;3,16437000
-23,23999910;2,97797700
-23,23499910;3,35014700
-23,22999910;3,72293300
-23,22499910;3,16437000
-23,21999910;3,35014700
-23,21499910;3,72293300
-23,20999910;2,79220000
-23,20499910;2,60580700
-23,19999910;2,79220000
-23,19499910;2,79220000
-23,18999910;2,41941400
-23,18499910;2,41941400
-23,17999910;2,04724400
-23,17499910;1,86146600
-23,16999910;1,48868100
-23,16499910;2,41941400
-23,15999910;1,11651100
-23,15499910;1,11651100
-23,14999910;0,74434050
-23,14499910;0,93073320
-23,13999910;1,11651100
-23,13499910;1,11651100
-23,12999910;1,11651100
-23,12499910;0,55794780
-23,11999910;1,86146600
-23,11499910;1,67507400
-23,10999910;2,23363700
-23,10499910;2,41941400
-23,09999910;2,04724400
-23,09499910;1,86146600
-23,08999910;2,04724400
-23,08499910;2,41941400
-23,07999910;2,04724400
-23,07499910;1,48868100
-23,06999910;1,67507400
-23,06499910;0,93073320
-23,05999910;0,55794780
-23,05499910;0,55794780
-23,04999910;0,00000000
-23,04499910;-0,37217020
-23,03999910;-1,11651100
-23,03499910;-1,67507400
-23,02999910;-1,67507400
-23,02499910;-1,48868100
-23,01999910;-1,11651100
-23,01499910;-2,04724400
-23,00999910;-1,11651100
-23,00499910;0,18577760
-22,99999910;0,00000000
-22,99499910;1,11651100
-22,98999910;1,30290300
-22,98499910;1,48868100
-22,97999910;2,04724400
-22,97499910;2,41941400
-22,96999910;2,04724400
-22,96499910;1,67507400
-22,95999910;1,11651100
-22,95499910;0,18577760
-22,94999910;-0,18577760
-22,94499910;-0,74434050
-22,93999910;-1,11651100
-22,93499910;-2,23363700
-22,92999910;-2,60580700
-22,92499910;-2,23363700
-22,91999910;-2,97797700
-22,91499910;-2,79220000
-22,90999910;-3,16437000
-22,90499910;-2,97797700
-22,89999910;-1,86146600
-22,89499911;-2,23363700
-22,88999911;-1,30290300
-22,88499911;-0,93073320
-22,87999911;-0,93073320
-22,87499911;0,00000000
-22,86999911;0,18577760
-22,86499911;0,55794780
-22,85999911;0,00000000
-22,85499911;0,18577760
-22,84999911;-0,37217020
-22,84499911;-1,67507400
-22,83999911;-1,48868100
-22,83499911;-2,04724400
-22,82999911;-2,41941400
-22,82499911;-2,97797700
-22,81999911;-3,90871000
-22,81499911;-4,83944400
-22,80999911;-5,02583600
-22,80499911;-4,46727300
-22,79999911;-4,83944400
-22,79499911;-4,83944400
-22,78999911;-4,28149600
-22,78499911;-4,09510300
-22,77999911;-4,09510300
-22,77499911;-3,16437000
-22,76999911;-2,97797700
-22,76499911;-2,97797700
-22,75999911;-2,60580700
-22,75499911;-1,30290300
-22,74999911;-1,11651100
-22,74499911;-1,11651100
-22,73999911;-1,30290300
-22,73499911;-0,93073320
-22,72999911;-1,67507400
-22,72499911;-1,67507400
-22,71999911;-2,60580700
-22,71499911;-2,23363700
-22,70999911;-2,97797700
-22,70499911;-3,35014700
-22,69999911;-3,35014700
-22,69499911;-3,16437000
-22,68999911;-3,35014700
-22,68499911;-2,97797700
-22,67999911;-2,60580700
-22,67499911;-2,23363700
-22,66999911;-2,60580700
-22,66499911;-2,41941400
-22,65999911;-1,67507400
-22,65499911;-1,48868100
-22,64999911;-0,74434050
-22,64499911;-0,74434050
-22,63999911;-0,74434050
-22,63499911;-1,86146600
-22,62999911;-1,30290300
-22,62499911;-2,04724400
-22,61999911;-2,04724400
-22,61499911;-2,23363700
-22,60999911;-2,41941400
-22,60499911;-2,79220000
-22,59999911;-2,97797700
-22,59499911;-2,97797700
-22,58999911;-3,72293300
-22,58499911;-2,97797700
-22,57999911;-3,90871000
-22,57499911;-3,16437000
-22,56999911;-3,53654000
-22,56499911;-2,60580700
-22,55999911;-2,60580700
-22,55499911;-2,23363700
-22,54999911;-2,04724400
-22,54499911;-1,11651100
-22,53999911;-0,55794780
-22,53499911;-0,93073320
-22,52999911;-0,37217020
-22,52499911;-0,55794780
-22,51999911;0,18577760
-22,51499911;-0,37217020
-22,50999911;-0,74434050
-22,50499911;-0,74434050
-22,49999912;-0,74434050
-22,49499912;-1,11651100
-22,48999912;-1,48868100
-22,48499912;-1,48868100
-22,47999912;-1,86146600
-22,47499912;-1,30290300
-22,46999912;-2,04724400
-22,46499912;-1,48868100
-22,45999912;-1,67507400
-22,45499912;-1,30290300
-22,44999912;-0,74434050
-22,44499912;-0,37217020
-22,43999912;-0,37217020
-22,43499912;0,18577760
-22,42999912;0,37217020
-22,42499912;0,93073320
-22,41999912;0,74434050
-22,41499912;1,30290300
-22,40999912;1,67507400
-22,40499912;1,48868100
-22,39999912;1,86146600
-22,39499912;1,48868100
-22,38999912;0,93073320
-22,38499912;1,11651100
-22,37999912;0,93073320
-22,37499912;0,93073320
-22,36999912;0,37217020
-22,36499912;0,55794780
-22,35999912;0,55794780
-22,35499912;0,55794780
-22,34999912;0,93073320
-22,34499912;0,55794780
-22,33999912;0,18577760
-22,33499912;0,55794780
-22,32999912;1,11651100
-22,32499912;1,48868100
-22,31999912;1,48868100
-22,31499912;2,23363700
-22,30999912;2,41941400
-22,30499912;2,79220000
-22,29999912;2,97797700
-22,29499912;3,16437000
-22,28999912;3,16437000
-22,28499912;2,79220000
-22,27999912;3,35014700
-22,27499912;3,16437000
-22,26999912;3,35014700
-22,26499912;3,16437000
-22,25999912;2,04724400
-22,25499912;2,79220000
-22,24999912;2,41941400
-22,24499912;2,04724400
-22,23999912;2,04724400
-22,23499912;2,60580700
-22,22999912;1,86146600
-22,22499912;1,67507400
-22,21999912;1,86146600
-22,21499912;2,04724400
-22,20999912;1,86146600
-22,20499912;2,41941400
-22,19999912;2,41941400
-22,19499912;2,97797700
-22,18999912;2,97797700
-22,18499912;3,16437000
-22,17999912;2,41941400
-22,17499912;2,79220000
-22,16999912;2,79220000
-22,16499912;3,16437000
-22,15999912;2,79220000
-22,15499912;2,79220000
-22,14999912;3,35014700
-22,14499912;2,41941400
-22,13999912;2,04724400
-22,13499912;2,41941400
-22,12999912;2,04724400
-22,12499912;2,04724400
-22,11999912;1,48868100
-22,11499912;1,48868100
-22,10999912;1,30290300
-22,10499913;1,11651100
-22,09999913;1,11651100
-22,09499913;1,30290300
-22,08999913;1,11651100
-22,08499913;1,48868100
-22,07999913;1,30290300
-22,07499913;0,74434050
-22,06999913;1,67507400
-22,06499913;1,86146600
-22,05999913;1,86146600
-22,05499913;2,04724400
-22,04999913;1,86146600
-22,04499913;2,41941400
-22,03999913;2,41941400
-22,03499913;2,23363700
-22,02999913;2,41941400
-22,02499913;1,48868100
-22,01999913;1,67507400
-22,01499913;2,04724400
-22,00999913;1,48868100
-22,00499913;0,74434050
-21,99999913;0,18577760
-21,99499913;0,55794780
-21,98999913;-0,55794780
-21,98499913;-0,37217020
-21,97999913;-1,30290300
-21,97499913;-1,67507400
-21,96999913;-3,53654000
-21,96499913;-1,30290300
-21,95999913;-1,86146600
-21,95499913;-1,11651100
-21,94999913;-1,11651100
-21,94499913;-0,37217020
-21,93999913;0,18577760
-21,93499913;0,93073320
-21,92999913;1,48868100
-21,92499913;1,86146600
-21,91999913;1,48868100
-21,91499913;2,41941400
-21,90999913;2,23363700
-21,90499913;1,86146600
-21,89999913;0,93073320
-21,89499913;0,93073320
-21,88999913;0,18577760
-21,88499913;-0,18577760
-21,87999913;-1,67507400
-21,87499913;-1,30290300
-21,86999913;-2,04724400
-21,86499913;-2,79220000
-21,85999913;-2,97797700
-21,85499913;-3,16437000
-21,84999913;-2,97797700
-21,84499913;-3,16437000
-21,83999913;-3,16437000
-21,83499913;-2,60580700
-21,82999913;-2,23363700
-21,82499913;-1,11651100
-21,81999913;-0,74434050
-21,81499913;-0,37217020
-21,80999913;0,00000000
-21,80499913;0,74434050
-21,79999913;0,37217020
-21,79499913;0,00000000
-21,78999913;0,37217020
-21,78499913;-0,37217020
-21,77999913;-0,93073320
-21,77499913;-1,11651100
-21,76999913;-2,23363700
-21,76499913;-2,60580700
-21,75999913;-2,04724400
-21,75499913;-4,28149600
-21,74999913;-4,46727300
-21,74499913;-4,65366600
-21,73999913;-5,21222900
-21,73499913;-4,83944400
-21,72999913;-4,83944400
-21,72499913;-4,46727300
-21,71999913;-3,53654000
-21,71499913;-3,16437000
-21,70999914;-3,16437000
-21,70499914;-2,60580700
-21,69999914;-1,86146600
-21,69499914;-0,93073320
-21,68999914;-1,67507400
-21,68499914;-0,93073320
-21,67999914;-1,30290300
-21,67499914;-1,30290300
-21,66999914;-1,67507400
-21,66499914;-2,04724400
-21,65999914;-2,04724400
-21,65499914;-2,41941400
-21,64999914;-2,60580700
-21,64499914;-2,79220000
-21,63999914;-3,16437000
-21,63499914;-3,35014700
-21,62999914;-3,35014700
-21,62499914;-2,97797700
-21,61999914;-2,79220000
-21,61499914;-2,60580700
-21,60999914;-2,60580700
-21,60499914;-1,86146600
-21,59999914;-1,86146600
-21,59499914;-1,30290300
-21,58999914;-1,30290300
-21,58499914;-2,41941400
-21,57999914;-1,30290300
-21,57499914;-1,11651100
-21,56999914;-1,11651100
-21,56499914;-1,86146600
-21,55999914;-1,86146600
-21,55499914;-2,41941400
-21,54999914;-1,86146600
-21,54499914;-2,60580700
-21,53999914;-2,97797700
-21,53499914;-3,53654000
-21,52999914;-2,97797700
-21,52499914;-2,60580700
-21,51999914;-3,72293300
-21,51499914;-2,79220000
-21,50999914;-2,97797700
-21,50499914;-2,41941400
-21,49999914;-2,04724400
-21,49499914;-1,86146600
-21,48999914;-1,67507400
-21,48499914;-1,11651100
-21,47999914;-2,23363700
-21,47499914;-0,18577760
-21,46999914;-0,74434050
-21,46499914;-1,48868100
-21,45999914;-0,55794780
-21,45499914;-0,18577760
-21,44999914;-0,55794780
-21,44499914;-0,37217020
-21,43999914;-0,74434050
-21,43499914;-1,30290300
-21,42999914;-1,30290300
-21,42499914;-1,48868100
-21,41999914;-1,86146600
-21,41499914;-1,67507400
-21,40999914;-1,86146600
-21,40499914;-1,48868100
-21,39999914;-1,11651100
-21,39499914;-1,30290300
-21,38999914;-1,11651100
-21,38499914;-0,74434050
-21,37999914;-0,37217020
-21,37499914;-0,18577760
-21,36999914;0,18577760
-21,36499914;1,48868100
-21,35999914;0,74434050
-21,35499914;2,23363700
-21,34999914;0,55794780
-21,34499914;2,04724400
-21,33999914;1,48868100
-21,33499914;0,93073320
-21,32999914;1,30290300
-21,32499914;1,67507400
-21,31999914;0,55794780
-21,31499915;0,55794780
-21,30999915;0,55794780
-21,30499915;-0,37217020
-21,29999915;0,18577760
-21,29499915;0,18577760
-21,28999915;-0,37217020
-21,28499915;0,18577760
-21,27999915;0,37217020
-21,27499915;0,93073320
-21,26999915;0,93073320
-21,26499915;1,11651100
-21,25999915;1,48868100
-21,25499915;1,48868100
-21,24999915;2,41941400
-21,24499915;-1,11651100
-21,23999915;2,79220000
-21,23499915;3,35014700
-21,22999915;3,16437000
-21,22499915;2,60580700
-21,21999915;3,16437000
-21,21499915;3,35014700
-21,20999915;3,72293300
-21,20499915;4,65366600
-21,19999915;3,35014700
-21,19499915;3,53654000
-21,18999915;2,79220000
-21,18499915;2,79220000
-21,17999915;2,79220000
-21,17499915;2,04724400
-21,16999915;5,02583600
-21,16499915;1,48868100
-21,15999915;2,04724400
-21,15499915;1,67507400
-21,14999915;1,30290300
-21,14499915;1,86146600
-21,13999915;1,67507400
-21,13499915;2,97797700
-21,12999915;1,86146600
-21,12499915;2,04724400
-21,11999915;2,79220000
-21,11499915;2,79220000
-21,10999915;2,79220000
-21,10499915;2,79220000
-21,09999915;2,79220000
-21,09499915;4,46727300
-21,08999915;2,97797700
-21,08499915;3,35014700
-21,07999915;2,97797700
-21,07499915;2,79220000
-21,06999915;1,86146600
-21,06499915;2,41941400
-21,05999915;1,67507400
-21,05499915;1,86146600
-21,04999915;2,04724400
-21,04499915;1,48868100
-21,03999915;1,30290300
-21,03499915;1,11651100
-21,02999915;0,74434050
-21,02499915;1,48868100
-21,01999915;1,30290300
-21,01499915;1,30290300
-21,00999915;1,30290300
-21,00499915;1,48868100
-20,99999915;1,67507400
-20,99499915;1,86146600
-20,98999915;2,23363700
-20,98499915;2,41941400
-20,97999915;2,79220000
-20,97499915;2,79220000
-20,96999915;2,41941400
-20,96499915;1,86146600
-20,95999915;2,79220000
-20,95499915;2,04724400
-20,94999915;0,93073320
-20,94499915;1,30290300
-20,93999915;0,55794780
-20,93499915;0,93073320
-20,92999915;0,55794780
-20,92499915;-0,37217020
-20,91999916;-0,37217020
-20,91499916;-0,74434050
-20,90999916;-1,67507400
-20,90499916;-1,67507400
-20,89999916;-1,30290300
-20,89499916;-0,93073320
-20,88999916;-0,18577760
-20,88499916;-0,18577760
-20,87999916;-0,37217020
-20,87499916;0,55794780
-20,86999916;1,11651100
-20,86499916;1,67507400
-20,85999916;1,30290300
-20,85499916;2,41941400
-20,84999916;1,86146600
-20,84499916;1,67507400
-20,83999916;1,48868100
-20,83499916;0,55794780
-20,82999916;-0,37217020
-20,82499916;-0,37217020
-20,81999916;-0,93073320
-20,81499916;-1,11651100
-20,80999916;-1,86146600
-20,80499916;-2,41941400
-20,79999916;-2,23363700
-20,79499916;-2,79220000
-20,78999916;-3,16437000
-20,78499916;-2,97797700
-20,77999916;-3,16437000
-20,77499916;-2,41941400
-20,76999916;-1,48868100
-20,76499916;-2,41941400
-20,75999916;-0,37217020
-20,75499916;-0,18577760
-20,74999916;0,18577760
-20,74499916;0,93073320
-20,73999916;0,37217020
-20,73499916;1,11651100
-20,72999916;0,93073320
-20,72499916;0,00000000
-20,71999916;-1,11651100
-20,71499916;-1,30290300
-20,70999916;-2,04724400
-20,70499916;-2,41941400
-20,69999916;-3,35014700
-20,69499916;-3,53654000
-20,68999916;-5,95657000
-20,68499916;-4,65366600
-20,67999916;-5,39800700
-20,67499916;-5,39800700
-20,66999916;-4,83944400
-20,66499916;-3,90871000
-20,65999916;-4,28149600
-20,65499916;-3,53654000
-20,64999916;-3,16437000
-20,64499916;-2,41941400
-20,63999916;-2,41941400
-20,63499916;-1,30290300
-20,62999916;-1,30290300
-20,62499916;-1,48868100
-20,61999916;-1,30290300
-20,61499916;-1,11651100
-20,60999916;-1,48868100
-20,60499916;-1,30290300
-20,59999916;-2,23363700
-20,59499916;-1,86146600
-20,58999916;-2,60580700
-20,58499916;-2,97797700
-20,57999916;-2,97797700
-20,57499916;-2,79220000
-20,56999916;-3,16437000
-20,56499916;-2,04724400
-20,55999916;-2,79220000
-20,55499916;-2,04724400
-20,54999916;-2,60580700
-20,54499916;-2,23363700
-20,53999916;-2,04724400
-20,53499916;-1,48868100
-20,52999916;-2,04724400
-20,52499916;-1,48868100
-20,51999917;-1,86146600
-20,51499917;-1,48868100
-20,50999917;-0,55794780
-20,50499917;-1,30290300
-20,49999917;-1,67507400
-20,49499917;-1,67507400
-20,48999917;-2,41941400
-20,48499917;-2,04724400
-20,47999917;-2,79220000
-20,47499917;-2,60580700
-20,46999917;-2,97797700
-20,46499917;-2,97797700
-20,45999917;-3,16437000
-20,45499917;-2,97797700
-20,44999917;-2,79220000
-20,44499917;-2,97797700
-20,43999917;-2,79220000
-20,43499917;-2,60580700
-20,42999917;-2,23363700
-20,42499917;-2,04724400
-20,41999917;-1,86146600
-20,41499917;-1,67507400
-20,40999917;-1,30290300
-20,40499917;-1,11651100
-20,39999917;-0,93073320
-20,39499917;-0,93073320
-20,38999917;-1,11651100
-20,38499917;-0,93073320
-20,37999917;-0,93073320
-20,37499917;-1,11651100
-20,36999917;-0,93073320
-20,36499917;-0,93073320
-20,35999917;-1,67507400
-20,35499917;-1,67507400
-20,34999917;-2,04724400
-20,34499917;-1,48868100
-20,33999917;-1,86146600
-20,33499917;-1,67507400
-20,32999917;-1,30290300
-20,32499917;-0,93073320
-20,31999917;-1,11651100
-20,31499917;-0,18577760
-20,30999917;0,18577760
-20,30499917;0,74434050
-20,29999917;1,11651100
-20,29499917;1,48868100
-20,28999917;1,11651100
-20,28499917;1,86146600
-20,27999917;1,48868100
-20,27499917;1,48868100
-20,26999917;1,30290300
-20,26499917;1,48868100
-20,25999917;0,74434050
-20,25499917;0,55794780
-20,24999917;0,55794780
-20,24499917;0,18577760
-20,23999917;0,37217020
-20,23499917;0,00000000
-20,22999917;0,00000000
-20,22499917;0,00000000
-20,21999917;0,18577760
-20,21499917;0,55794780
-20,20999917;0,74434050
-20,20499917;0,93073320
-20,19999917;0,37217020
-20,19499917;0,55794780
-20,18999917;1,86146600
-20,18499917;2,23363700
-20,17999917;2,23363700
-20,17499917;2,97797700
-20,16999917;2,41941400
-20,16499917;3,53654000
-20,15999917;3,16437000
-20,15499917;3,35014700
-20,14999917;3,35014700
-20,14499917;3,35014700
-20,13999917;2,60580700
-20,13499917;2,97797700
-20,12999917;2,04724400
-20,12499918;1,86146600
-20,11999918;2,79220000
-20,11499918;2,41941400
-20,10999918;2,41941400
-20,10499918;2,23363700
-20,09999918;1,86146600
-20,09499918;1,86146600
-20,08999918;2,23363700
-20,08499918;1,67507400
-20,07999918;2,23363700
-20,07499918;2,79220000
-20,06999918;2,79220000
-20,06499918;2,41941400
-20,05999918;2,60580700
-20,05499918;2,97797700
-20,04999918;3,53654000
-20,04499918;3,35014700
-20,03999918;3,16437000
-20,03499918;3,16437000
-20,02999918;3,16437000
-20,02499918;3,35014700
-20,01999918;2,79220000
-20,01499918;2,41941400
-20,00999918;2,79220000
-20,00499918;2,23363700
-19,99999918;1,86146600
-19,99499918;1,11651100
-19,98999918;1,48868100
-19,98499918;0,93073320
-19,97999918;1,11651100
-19,97499918;1,48868100
-19,96999918;1,11651100
-19,96499918;0,93073320
-19,95999918;2,04724400
-19,95499918;0,37217020
-19,94999918;1,30290300
-19,94499918;1,48868100
-19,93999918;1,30290300
-19,93499918;1,48868100
-19,92999918;2,23363700
-19,92499918;2,23363700
-19,91999918;2,41941400
-19,91499918;2,79220000
-19,90999918;2,04724400
-19,90499918;2,79220000
-19,89999918;2,04724400
-19,89499918;2,04724400
-19,88999918;1,86146600
-19,88499918;0,93073320
-19,87999918;0,93073320
-19,87499918;0,74434050
-19,86999918;-0,18577760
-19,86499918;-0,37217020
-19,85999918;-0,37217020
-19,85499918;-0,74434050
-19,84999918;-1,11651100
-19,84499918;-1,30290300
